"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"usprobation.gov","usprobation.gov","http://www.usprobation.gov","U.S. Courts","dotgov","No","No","No","","","","","","No"
"usps.gov","usps.gov","https://www.usps.gov","United States Postal Service","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"uspsinnovates.gov","uspsinnovates.gov","http://www.uspsinnovates.gov","United States Postal Service","dotgov","No","No","No","","","","","","No"
"uspsoig.gov","uspsoig.gov","https://uspsoig.gov","United States Postal Service, Office of Inspector General","dotgov","No","Yes","Yes","No","Yes","No","No","No","Yes"
"uspto.gov","uspto.gov","https://www.uspto.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ussc.gov","ussc.gov","https://www.ussc.gov","U.S. Courts","dotgov","No","Yes","No","","","","","","No"
"ussm.gov","ussm.gov","https://www.ussm.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"usss.gov","usss.gov","http://usss.gov","Department of Homeland Security","dotgov","","","","","","","","","No"
"ustaxcourt.gov","ustaxcourt.gov","https://ustaxcourt.gov","U.S. Courts","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"ustda.gov","ustda.gov","https://ustda.gov","United States Trade and Development Agency","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ustr.gov","ustr.gov","https://ustr.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ustreas.gov","ustreas.gov","https://ustreas.gov","Department of the Treasury","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"utahfireinfo.gov","utahfireinfo.gov","https://www.utahfireinfo.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"va.gov","va.gov","https://va.gov","Department of Veterans Affairs","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"vaccines.gov","vaccines.gov","https://www.vaccines.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"vcf.gov","vcf.gov","https://www.vcf.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"vef.gov","vef.gov","http://vef.gov","Vietnam Education Foundation","dotgov","No","No","No","No","Yes","Yes","No","Yes","No"
"vehiclehistory.gov","vehiclehistory.gov","https://www.vehiclehistory.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"vetbiz.gov","vetbiz.gov","https://vetbiz.gov","Department of Veterans Affairs","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"veterans.gov","veterans.gov","https://veterans.gov","Department of Labor","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"vets.gov","vets.gov","https://www.vets.gov","Department of Veterans Affairs","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"vistacampus.gov","vistacampus.gov","https://www.vistacampus.gov","Corporation for National & Community Service","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"voa.gov","voa.gov","http://voa.gov","Broadcasting Board of Governors","dotgov","No","No","No","","","","","","No"
"volcano.gov","volcano.gov","https://www.volcano.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"volunteer.gov","volunteer.gov","https://www.volunteer.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"volunteeringinamerica.gov","volunteeringinamerica.gov","http://volunteeringinamerica.gov","Corporation for National & Community Service","dotgov","No","No","No","","","","","","No"
"vote.gov","vote.gov","https://vote.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"votebymail.gov","votebymail.gov","http://votebymail.gov","Election Assistance Commission","dotgov","No","No","No","","","","","","No"
"wapa.gov","wapa.gov","https://www.wapa.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"wartimecontracting.gov","wartimecontracting.gov","http://wartimecontracting.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"watermonitor.gov","watermonitor.gov","https://watermonitor.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"wdol.gov","wdol.gov","https://wdol.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"weather.gov","weather.gov","https://www.weather.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"webharvest.gov","webharvest.gov","https://www.webharvest.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"wh.gov","wh.gov","https://wh.gov","Executive Office of the President","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"whaging.gov","whaging.gov","http://whaging.gov","Department of Health and Human Services","dotgov","","","","","","","","","No"
"whistleblower.gov","whistleblower.gov","https://whistleblower.gov","Commodity Futures Trading Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"whistleblowers.gov","whistleblowers.gov","https://www.whistleblowers.gov","Department of Labor","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"whitehouse.gov","whitehouse.gov","https://www.whitehouse.gov","Executive Office of the President","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"whitehouseconferenceonaging.gov","whitehouseconferenceonaging.gov","https://whitehouseconferenceonaging.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"whitehousedrugpolicy.gov","whitehousedrugpolicy.gov","https://whitehousedrugpolicy.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"wildlifeadaptationstrategy.gov","wildlifeadaptationstrategy.gov","https://wildlifeadaptationstrategy.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"wizard.gov","wizard.gov","https://wizard.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"wlci.gov","wlci.gov","https://www.wlci.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"womenshealth.gov","womenshealth.gov","https://www.womenshealth.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"worker.gov","worker.gov","https://worker.gov","Department of Labor","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"workplace.gov","workplace.gov","https://www.workplace.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"worldwar1centennial.gov","worldwar1centennial.gov","http://www.worldwar1centennial.gov","The United States World War One Centennial Commission","dotgov","No","No","No","","","","","","No"
"wrp.gov","wrp.gov","https://wrp.gov","Department of Labor","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"xd.gov","xd.gov","https://xd.gov","Department of Commerce","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"ymp.gov","ymp.gov","http://ymp.gov","Department of Energy","dotgov","No","No","No","","","","","","No"
"youth.gov","youth.gov","https://youth.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"youthrules.gov","youthrules.gov","https://www.youthrules.gov","Department of Labor","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
